indice;data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;turno
1412;22/02/2020;10:30:00;SEM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;957;RUA CORONEL ALFREDO DUARTE;;AFOGADOS;;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;Nublado;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;Manhã
1413;22/02/2020;10:36:00;SEM VÍTIMA;FINALIZADA;GRAÇAS;AV CONS ROSA E SILVA;502;;EM FRENTE AO EDF ISAAC GONDIM;GRAÇAS;;SUBURBIO;CHOQUE VEÍCULO PARADO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;Manhã
1414;22/02/2020;10:51:00;SEM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;;;LADO OPOSTO A PRAÇA DE CAMPO GRANDE. PONTO DE ÔNIBUS Nº 130293;CAMPO GRANDE;458.0;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Dupla;Faixa contínua;;;Manhã
1415;22/02/2020;11:16:00;COM VÍTIMA;FINALIZADA;PINA;AV ANTONIO DE GOES;534;;LADO OPOSTO A SUL AMERICA;PINA;;CIDADE;ATROPELAMENTO;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-4a;60 km/h;Única;Faixa seccionada;;;Manhã
1416;22/02/2020;12:37:00;SEM VÍTIMA;FINALIZADA;BRASÍLIA TEIMOSA;RUA CARAPEBA;90;;LADO OPOSTO AO Nº 090;BRASÍLIA TEIMOSA;;;CHOQUE VEÍCULO PARADO;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Tarde
1417;22/02/2020;13:45:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE CARAPUCEIRO;444;RUA FRANCISCO DA CUNHA;E/F AO EDF RICARDO PRIMEIRO E OFICINA DESIGN.;BOA VIAGEM;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;4.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;Tarde
1418;22/02/2020;15:37:00;COM VÍTIMA;FINALIZADA;MADALENA;AV VISCONDE DE ALBUQUERQUE;401;RUA LOPES DE CARVALHO;E/F A GALERIA DA MADALENA CENTER;MADALENA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Tarde
1419;22/02/2020;17:00:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2755;;ASSEMBLEIA DE DEUS NOVO TEMPO;IMBIRIBEIRA;631.0;CIDADE;COLISÃO TRASEIRA;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Nublado;Sem defeito;Perfeito estado;Seca;;Faixa de pedestre;Outras;;Única;Faixa seccionada;Canteiro central;;Tarde
1420;22/02/2020;17:31:00;SEM VÍTIMA;FINALIZADA;TORRE;RUA VISCONDE DE ITAPARICA;84;RUA FLORIANO FRANCISCO DE OLIVEIRA;EM FRENTE EDF SOBRADO DA TORRE;TORRE;;;CHOQUE VEÍCULO PARADO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;Tarde
1421;22/02/2020;19:44:00;SEM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;2106;;PANIFICADORA RAINHA DA VARZIA;VÁRZEA;;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;Noite
1422;22/02/2020;21:02:00;SEM VÍTIMA;FINALIZADA;PRADO;RUA JOAO IVO DA SILVA;154;RUA RICARDO SALAZAR;;PRADO;;SUBURBIO;CHOQUE OBJETO FIXO;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Faixa seccionada;;;Noite
